station_name,FORT NELSON A
province,BRITISH COLUMBIA
latitude,58.84
longitude,-122.60
elevation,381.90
Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2014-01-14,2014,01,14,‡,5.0,,-18.9,,-7.0,,25.0,,0.0,,,M,,M,,M,75,,,M,<31,
2014-01-15,2014,01,15,‡,,M,-10.7,E,,M,,M,,M,,M,,,,M,,,,M,,M
2014-01-16,2014,01,16,‡,0.4,,-4.3,,-2.0,,20.0,,0.0,,,M,0.0,,,M,,,,M,<31,
2014-01-17,2014,01,17,‡,2.1,,-9.5,,-3.7,,21.7,,0.0,,0.0,,0.0,,0.0,,62,,,M,<31,
2014-01-18,2014,01,18,‡,-5.2,,-13.2,,-9.2,,27.2,,0.0,,0.0,,0.0,,0.0,,62,,,M,<31,
2014-01-19,2014,01,19,‡,5.6,,-12.8,,-3.6,,21.6,,0.0,,0.0,,0.0,,0.0,,60,,,M,69,
2014-01-20,2014,01,20,‡,-7.3,,-13.9,,-10.6,,28.6,,0.0,,0.0,,0.0,,0.0,,60,,,M,<31,
2014-01-21,2014,01,21,‡,-9.0,,-18.0,,-13.5,,31.5,,0.0,,0.0,,0.0,,0.0,,60,,,M,<31,
2014-01-22,2014,01,22,‡,-9.7,,-17.0,,-13.4,,31.4,,0.0,,0.0,,0.0,,0.0,,60,,,M,<31,
2014-01-23,2014,01,23,‡,8.0,,-10.2,,-1.1,,19.1,,0.0,,0.0,,0.0,,0.0,,60,,,M,<31,
2014-01-24,2014,01,24,‡,11.6,,-2.5,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,59,,,M,44,
2014-01-25,2014,01,25,‡,14.9,,-3.5,,5.7,,12.3,,0.0,,0.0,,0.0,T,0.0,T,57,,,M,57,
2014-01-26,2014,01,26,‡,-3.5,,-14.6,,-9.1,,27.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-01-27,2014,01,27,‡,-14.0,,-18.8,,-16.4,,34.4,,0.0,,0.0,T,0.0,,0.0,T,52,,,M,<31,
2014-01-28,2014,01,28,‡,-8.2,,-20.3,,-14.3,,32.3,,0.0,,0.0,,0.0,,0.0,,52,,,M,<31,
2014-01-29,2014,01,29,‡,-8.8,,-23.1,,-16.0,,34.0,,0.0,,0.0,T,0.0,,0.0,T,52,,,M,<31,
2014-01-30,2014,01,30,‡,-14.4,,-26.7,,-20.6,,38.6,,0.0,,0.0,,0.0,,0.0,,52,,,M,<31,
2014-01-31,2014,01,31,‡,-4.8,,-15.6,,-10.2,,28.2,,0.0,,0.0,,0.0,T,0.0,T,52,,,M,<31,
2014-02-01,2014,02,01,‡,-3.5,,-11.1,,-7.3,,25.3,,0.0,,0.0,,1.4,,1.2,,52,,,M,<31,
2014-02-02,2014,02,02,‡,-5.9,,-13.5,,-9.7,,27.7,,0.0,,0.0,,1.0,,0.2,,48,,,M,50,
2014-02-03,2014,02,03,‡,-13.0,,-15.8,,-14.4,,32.4,,0.0,,0.0,,1.4,,0.6,,48,,,M,35,
2014-02-04,2014,02,04,‡,-12.3,,-24.4,,-18.4,,36.4,,0.0,,0.0,,0.0,T,0.0,T,46,,,M,<31,
2014-02-05,2014,02,05,‡,-12.1,,-27.1,,-19.6,,37.6,,0.0,,0.0,,0.0,,0.0,,46,,,M,<31,
2014-02-06,2014,02,06,‡,-10.7,,-26.7,,-18.7,,36.7,,0.0,,0.0,,0.0,T,0.0,T,46,,,M,<31,
2014-02-07,2014,02,07,‡,-13.0,,-22.7,,-17.9,,35.9,,0.0,,0.0,,0.4,,0.4,,45,,,M,<31,
2014-02-08,2014,02,08,‡,-18.6,,-25.9,,-22.3,,40.3,,0.0,,0.0,,0.4,,0.4,,45,,,M,<31,
2014-02-09,2014,02,09,‡,-19.4,,-26.5,,-23.0,,41.0,,0.0,,0.0,,0.2,,0.2,,45,,,M,<31,
2014-02-10,2014,02,10,‡,-22.4,,-35.0,,-28.7,,46.7,,0.0,,0.0,,0.0,T,0.0,T,45,,,M,<31,
2014-02-11,2014,02,11,‡,-18.9,,-36.3,,-27.6,,45.6,,0.0,,0.0,,0.0,,0.0,,45,,,M,<31,
2014-02-12,2014,02,12,‡,-19.5,,-30.5,,-25.0,,43.0,,0.0,,0.2,,5.8,,4.2,,45,,,M,<31,
2014-02-13,2014,02,13,‡,-18.6,,-35.8,,-27.2,,45.2,,0.0,,0.0,,0.0,,0.0,,47,,,M,<31,
2014-02-14,2014,02,14,‡,-17.4,,-30.9,,-24.2,,42.2,,0.0,,0.0,,0.0,,0.0,,47,,,M,<31,
2014-02-15,2014,02,15,‡,-9.1,,-25.1,,-17.1,,35.1,,0.0,,0.0,,0.0,,0.0,,47,,,M,<31,
2014-02-16,2014,02,16,‡,-15.0,,-22.8,,-18.9,,36.9,,0.0,,0.0,,0.6,,0.2,,67,,,M,<31,
2014-02-17,2014,02,17,‡,-11.2,,-17.8,,-14.5,,32.5,,0.0,,0.0,,0.6,,0.2,,47,,,M,<31,
2014-02-18,2014,02,18,‡,-15.1,,-24.5,,-19.8,,37.8,,0.0,,0.0,,0.0,T,0.0,T,47,,,M,<31,
2014-02-19,2014,02,19,‡,-16.8,,-22.8,,-19.8,,37.8,,0.0,,0.1,,2.4,,2.3,,47,,,M,<31,
2014-02-20,2014,02,20,‡,-17.2,,-22.9,,-20.1,,38.1,,0.0,,0.0,,1.0,,1.0,,47,,,M,<31,
2014-02-21,2014,02,21,‡,-15.7,,-27.8,,-21.8,,39.8,,0.0,,0.0,,0.0,,0.0,,48,,,M,<31,
2014-02-22,2014,02,22,‡,-15.4,,-29.5,,-22.5,,40.5,,0.0,,0.0,,0.4,,0.4,,48,,,M,<31,
2014-02-23,2014,02,23,‡,-11.1,,-32.7,,-21.9,,39.9,,0.0,,0.0,,0.0,,0.0,,48,,,M,<31,
2014-02-24,2014,02,24,‡,-8.9,,-30.6,,-19.8,,37.8,,0.0,,0.0,,0.0,,0.0,,47,,,M,<31,
2014-02-25,2014,02,25,‡,-4.1,,-25.5,,-14.8,,32.8,,0.0,,0.0,,0.0,,0.0,,47,,,M,<31,
2014-02-26,2014,02,26,‡,-8.7,,-24.6,,-16.7,,34.7,,0.0,,0.0,,0.0,,0.0,,46,,,M,<31,
2014-02-27,2014,02,27,‡,-10.0,,-20.9,,-15.5,,33.5,,0.0,,0.0,,0.0,T,0.0,,46,,,M,39,
2014-02-28,2014,02,28,‡,-17.3,,-31.9,,-24.6,,42.6,,0.0,,0.0,,0.0,,0.0,,46,,,M,<31,
2014-03-01,2014,03,01,‡,-13.4,,-34.6,,-24.0,,42.0,,0.0,,0.0,,0.0,,0.0,,46,,,M,35,
2014-03-02,2014,03,02,‡,-14.2,,-30.6,,-22.4,,40.4,,0.0,,0.0,,0.0,,0.0,,46,,,M,<31,
2014-03-03,2014,03,03,‡,-15.5,,-33.2,,-24.4,,42.4,,0.0,,0.0,,0.0,,0.0,,46,,,M,<31,
2014-03-04,2014,03,04,‡,-13.0,,-25.0,,-19.0,,37.0,,0.0,,0.0,,1.0,,0.6,,46,,,M,<31,
2014-03-05,2014,03,05,‡,-9.5,,-27.0,,-18.3,,36.3,,0.0,,0.0,,0.0,,0.0,,49,,,M,<31,
2014-03-06,2014,03,06,‡,-8.9,,-30.4,,-19.7,,37.7,,0.0,,0.0,,0.0,,0.0,,49,,,M,<31,
2014-03-07,2014,03,07,‡,-13.3,,-26.8,,-20.1,,38.1,,0.0,,0.0,,0.0,,0.0,,49,,,M,<31,
2014-03-08,2014,03,08,‡,-8.9,,-20.2,,-14.6,,32.6,,0.0,,0.0,,1.4,,1.2,,49,,,M,<31,
2014-03-09,2014,03,09,‡,-6.9,,-14.1,,-10.5,,28.5,,0.0,,0.0,,0.0,,0.0,,49,,,M,<31,
2014-03-10,2014,03,10,‡,0.6,,-21.4,,-10.4,,28.4,,0.0,,0.0,,0.0,,0.0,,49,,,M,<31,
2014-03-11,2014,03,11,‡,9.2,,-11.7,,-1.3,,19.3,,0.0,,0.0,,0.0,,0.0,,49,,,M,<31,
2014-03-12,2014,03,12,‡,10.6,,-3.8,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,47,,,M,63,
2014-03-13,2014,03,13,‡,6.4,,-4.5,,1.0,,17.0,,0.0,,0.0,,0.0,,0.0,,,,,M,50,
2014-03-14,2014,03,14,‡,2.6,,-8.2,,-2.8,,20.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-15,2014,03,15,‡,6.6,,-10.0,,-1.7,,19.7,,0.0,,0.0,,0.0,,0.0,,42,,,M,<31,
2014-03-16,2014,03,16,‡,6.1,,-7.1,,-0.5,,18.5,,0.0,,0.0,,0.0,T,0.0,T,42,,,M,43,
2014-03-17,2014,03,17,‡,3.9,,-4.4,,-0.3,,18.3,,0.0,,0.0,,0.0,T,0.0,T,41,,,M,48,
2014-03-18,2014,03,18,‡,7.0,,-5.3,,0.9,,17.1,,0.0,,0.0,,0.0,,0.0,,41,,,M,<31,
2014-03-19,2014,03,19,‡,0.8,,-9.0,,-4.1,,22.1,,0.0,,0.0,,3.4,,2.0,,40,,,M,39,
2014-03-20,2014,03,20,‡,-8.6,,-13.3,,-11.0,,29.0,,0.0,,0.0,,0.6,,0.4,,44,,,M,32,
2014-03-21,2014,03,21,‡,-7.4,,-18.0,,-12.7,,30.7,,0.0,,0.0,,0.0,T,0.0,T,43,,,M,<31,
2014-03-22,2014,03,22,‡,-4.6,,-17.4,,-11.0,,29.0,,0.0,,0.0,,0.0,,0.0,,43,,,M,<31,
2014-03-23,2014,03,23,‡,-4.5,,-19.1,,-11.8,,29.8,,0.0,,0.0,,0.0,T,0.0,T,43,,,M,33,
2014-03-24,2014,03,24,‡,-2.9,,-22.7,,-12.8,,30.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-03-25,2014,03,25,‡,-3.7,,-20.9,,-12.3,,30.3,,0.0,,0.0,,0.0,,0.0,,43,,,M,33,
2014-03-26,2014,03,26,‡,-6.5,,-20.6,,-13.6,,31.6,,0.0,,0.0,,0.0,,0.0,,43,,,M,33,
2014-03-27,2014,03,27,‡,-3.1,,-21.7,,-12.4,,30.4,,0.0,,0.0,,0.0,,0.0,,43,,,M,<31,
2014-03-28,2014,03,28,‡,0.0,,-21.0,,-10.5,,28.5,,0.0,,0.0,,0.0,,0.0,,42,,,M,<31,
2014-03-29,2014,03,29,‡,-4.0,,-18.0,,-11.0,,29.0,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-03-30,2014,03,30,‡,-6.8,,-22.4,,-14.6,,32.6,,0.0,,0.0,,0.0,,0.0,,42,,,M,<31,
2014-03-31,2014,03,31,‡,2.0,,-21.0,,-9.5,,27.5,,0.0,,0.0,,0.0,,0.0,,40,,,M,<31,
2014-04-01,2014,04,01,‡,-2.3,,-12.5,,-7.4,,25.4,,0.0,,0.0,,0.0,T,0.0,T,40,,,M,35,
2014-04-02,2014,04,02,‡,-3.7,,-14.7,,-9.2,,27.2,,0.0,,0.0,,0.0,T,0.0,,40,,,M,<31,
2014-04-03,2014,04,03,‡,0.9,,-11.8,,-5.5,,23.5,,0.0,,0.0,,0.4,,0.4,,40,,,M,33,
2014-04-04,2014,04,04,‡,4.0,,-16.8,,-6.4,,24.4,,0.0,,0.0,,1.0,,1.0,,41,,,M,<31,
2014-04-05,2014,04,05,‡,4.7,,-11.4,,-3.4,,21.4,,0.0,,0.0,,0.0,,0.0,,40,,,M,<31,
2014-04-06,2014,04,06,‡,11.0,,-5.8,,2.6,,15.4,,0.0,,0.0,,0.0,,0.0,,40,,,M,44,
2014-04-07,2014,04,07,‡,9.6,,-2.5,,3.6,,14.4,,0.0,,0.0,T,0.0,,0.0,T,42,,,M,33,
2014-04-08,2014,04,08,‡,13.0,,-3.2,,4.9,,13.1,,0.0,,0.2,,0.0,,0.2,,33,,,M,65,
2014-04-09,2014,04,09,‡,8.2,,-2.9,,2.7,,15.3,,0.0,,0.0,,0.0,T,0.0,T,29,,,M,63,
2014-04-10,2014,04,10,‡,-0.3,,-6.5,,-3.4,,21.4,,0.0,,0.2,,1.4,,1.4,,28,,,M,33,
2014-04-11,2014,04,11,‡,0.5,,-10.7,,-5.1,,23.1,,0.0,,0.0,,3.2,,2.8,,30,,,M,33,
2014-04-12,2014,04,12,‡,2.5,,-10.2,,-3.9,,21.9,,0.0,,0.0,,0.0,,0.0,,31,,,M,37,
2014-04-13,2014,04,13,‡,11.9,,-8.6,,1.7,,16.3,,0.0,,0.0,,0.0,,0.0,,31,,,M,<31,
2014-04-14,2014,04,14,‡,11.7,,-4.1,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,,,,M,32,
2014-04-15,2014,04,15,‡,4.7,,-2.4,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-04-16,2014,04,16,‡,4.9,,-5.6,,-0.4,,18.4,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-04-17,2014,04,17,‡,5.6,,-6.0,,-0.2,,18.2,,0.0,,0.0,,0.0,,0.0,,10,,,M,50,
2014-04-18,2014,04,18,‡,10.6,,-2.7,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,9,,,M,32,
2014-04-19,2014,04,19,‡,13.4,,-3.5,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,9,,,M,<31,
2014-04-20,2014,04,20,‡,11.2,,2.2,,6.7,,11.3,,0.0,,0.0,,0.0,,0.0,,7,,,M,<31,
2014-04-21,2014,04,21,‡,14.2,,-2.1,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,7,,,M,33,
2014-04-22,2014,04,22,‡,9.4,,0.8,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,1,,,M,43,
2014-04-23,2014,04,23,‡,3.0,,-1.2,,0.9,,17.1,,0.0,,1.0,,13.0,,13.0,,1,,,M,43,
2014-04-24,2014,04,24,‡,2.9,,-1.0,,1.0,,17.0,,0.0,,13.8,,0.0,,13.8,,21,,,M,<31,
2014-04-25,2014,04,25,‡,4.8,,0.5,,2.7,,15.3,,0.0,,0.0,T,0.0,,0.0,T,12,,,M,<31,
2014-04-26,2014,04,26,‡,8.1,,0.5,,4.3,,13.7,,0.0,,0.0,,0.0,,0.0,,7,,,M,<31,
2014-04-27,2014,04,27,‡,10.9,,0.8,,5.9,,12.1,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-04-28,2014,04,28,‡,15.2,,-2.3,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,1,,,M,48,
2014-04-29,2014,04,29,‡,17.6,,0.4,,9.0,,9.0,,0.0,,0.0,,0.0,,0.0,,1,,,M,<31,
2014-04-30,2014,04,30,‡,18.5,,4.3,,11.4,,6.6,,0.0,,0.0,,0.0,,0.0,,1,,,M,44,
2014-05-01,2014,05,01,‡,11.6,,0.9,,6.3,,11.7,,0.0,,0.0,T,0.0,,0.0,T,,,,M,44,
2014-05-02,2014,05,02,‡,7.8,,-0.9,,3.5,,14.5,,0.0,,0.0,,0.0,,0.0,,,,,M,44,
2014-05-03,2014,05,03,‡,8.8,,-5.4,,1.7,,16.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-04,2014,05,04,‡,9.3,,-1.4,,4.0,,14.0,,0.0,,0.0,,0.0,,0.0,,,,,M,39,
2014-05-05,2014,05,05,‡,4.9,,-5.3,,-0.2,,18.2,,0.0,,0.0,,2.0,,2.0,,2,,,M,43,
2014-05-06,2014,05,06,‡,12.2,,-6.7,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-07,2014,05,07,‡,15.8,,0.5,,8.2,,9.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-08,2014,05,08,‡,15.3,,0.0,,7.7,,10.3,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-09,2014,05,09,‡,16.3,,-1.9,,7.2,,10.8,,0.0,,0.0,,0.0,,0.0,,,,,M,37,
2014-05-10,2014,05,10,‡,15.4,,3.0,,9.2,,8.8,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-11,2014,05,11,‡,17.1,,4.0,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-12,2014,05,12,‡,15.2,,5.4,,10.3,,7.7,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-13,2014,05,13,‡,22.7,,0.9,,11.8,,6.2,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2014-05-14,2014,05,14,‡,19.0,,3.3,,11.2,,6.8,,0.0,,1.0,,0.0,,1.0,,,,,M,48,
2014-05-15,2014,05,15,‡,11.0,,1.5,,6.3,,11.7,,0.0,,1.0,,0.0,,1.0,,,,,M,35,
2014-05-16,2014,05,16,‡,19.3,,-1.2,,9.1,,8.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-17,2014,05,17,‡,20.7,,0.6,,10.7,,7.3,,0.0,,0.0,,0.0,,0.0,,,,,M,41,
2014-05-18,2014,05,18,‡,20.3,,8.6,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,,M,37,
2014-05-19,2014,05,19,‡,18.5,,8.7,,13.6,,4.4,,0.0,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-05-20,2014,05,20,‡,15.9,,5.7,,10.8,,7.2,,0.0,,0.0,,0.0,,3.4,,,,,M,<31,
2014-05-21,2014,05,21,‡,15.3,,5.2,,10.3,,7.7,,0.0,,0.0,,0.0,,3.4,,,,,M,33,
2014-05-22,2014,05,22,‡,16.2,,2.0,,9.1,,8.9,,0.0,,0.0,,0.0,,0.0,,,,,M,37,
2014-05-23,2014,05,23,‡,9.8,,4.0,,6.9,,11.1,,0.0,,0.6,,0.0,,0.6,,,,,M,33,
2014-05-24,2014,05,24,‡,15.2,,2.3,,8.8,,9.2,,0.0,,0.8,,0.0,,0.8,,,,,M,41,
2014-05-25,2014,05,25,‡,19.5,,2.7,,11.1,,6.9,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-05-26,2014,05,26,‡,22.1,,2.7,,12.4,,5.6,,0.0,,0.0,,0.0,,0.0,,,,,M,33,
2014-05-27,2014,05,27,‡,22.6,,3.9,,13.3,,4.7,,0.0,,0.0,,0.0,,0.0,,,,,M,54,
2014-05-28,2014,05,28,‡,22.1,,5.4,,13.8,,4.2,,0.0,,0.0,,0.0,,0.0,,,,,M,37,
2014-05-29,2014,05,29,‡,22.4,,8.4,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,,M,43,
2014-05-30,2014,05,30,‡,23.2,,7.5,,15.4,,2.6,,0.0,,0.0,T,0.0,,0.0,T,,,,M,43,
2014-05-31,2014,05,31,‡,22.5,,9.9,,16.2,,1.8,,0.0,,0.0,T,0.0,,0.0,T,,,,M,35,
2014-06-01,2014,06,01,‡,23.5,,11.1,,17.3,,0.7,,0.0,,0.0,T,0.0,,0.0,T,,,,M,43,
2014-06-02,2014,06,02,‡,22.0,,4.7,,13.4,,4.6,,0.0,,7.4,,0.0,,7.4,,,,,M,<31,
2014-06-03,2014,06,03,‡,9.7,,0.5,,5.1,,12.9,,0.0,,59.0,,0.0,,59.0,,,,,M,43,
2014-06-04,2014,06,04,‡,11.8,,2.4,,7.1,,10.9,,0.0,,3.4,,0.0,,3.4,,,,,M,37,
2014-06-05,2014,06,05,‡,18.6,,0.1,,9.4,,8.6,,0.0,,0.0,,0.0,,0.0,,,,,M,59,
2014-06-06,2014,06,06,‡,16.5,,5.0,,10.8,,7.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,37,
2014-06-07,2014,06,07,‡,20.6,,3.2,,11.9,,6.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-08,2014,06,08,‡,18.6,,6.2,,12.4,,5.6,,0.0,,5.0,,0.0,,5.0,,,,,M,50,
2014-06-09,2014,06,09,‡,14.8,,7.5,,11.2,,6.8,,0.0,,10.6,,0.0,,10.6,,,,,M,39,
2014-06-10,2014,06,10,‡,22.4,,6.5,,14.5,,3.5,,0.0,,12.0,,0.0,,12.0,,,,,M,37,
2014-06-11,2014,06,11,‡,21.1,,5.3,,13.2,,4.8,,0.0,,1.0,,0.0,,1.0,,,,,M,59,
2014-06-12,2014,06,12,‡,21.9,,8.0,,15.0,,3.0,,0.0,,0.0,T,0.0,,0.0,T,,,,M,44,
2014-06-13,2014,06,13,‡,21.8,,7.6,,14.7,,3.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,32,
2014-06-14,2014,06,14,‡,18.7,,6.6,,12.7,,5.3,,0.0,,0.0,T,0.0,,0.0,T,,,,M,39,
2014-06-15,2014,06,15,‡,20.0,,9.9,,15.0,,3.0,,0.0,,0.2,,0.0,,0.2,,,,,M,35,
2014-06-16,2014,06,16,‡,20.2,,10.0,,15.1,,2.9,,0.0,,3.6,,0.0,,3.6,,,,,M,<31,
2014-06-17,2014,06,17,‡,26.2,,7.3,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,,,,M,44,
2014-06-18,2014,06,18,‡,20.4,,13.1,,16.8,,1.2,,0.0,,0.2,,0.0,,0.2,,,,,M,39,
2014-06-19,2014,06,19,‡,23.9,,10.1,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-20,2014,06,20,‡,19.5,,12.8,,16.2,,1.8,,0.0,,12.6,,0.0,,12.6,,,,,M,<31,
2014-06-21,2014,06,21,‡,19.8,,9.7,,14.8,,3.2,,0.0,,0.0,T,0.0,,0.0,T,,,,M,43,
2014-06-22,2014,06,22,‡,25.3,,5.1,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-23,2014,06,23,‡,29.0,,9.4,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,,M,50,
2014-06-24,2014,06,24,‡,29.9,,12.5,,21.2,,0.0,,3.2,,0.4,,0.0,,0.4,,,,,M,50,
2014-06-25,2014,06,25,‡,22.9,,12.8,,17.9,,0.1,,0.0,,0.2,,0.0,,0.2,,,,,M,50,
2014-06-26,2014,06,26,‡,24.9,,7.9,,16.4,,1.6,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-27,2014,06,27,‡,26.6,,9.6,,18.1,,0.0,,0.1,,0.0,T,0.0,,0.0,T,,,,M,39,
2014-06-28,2014,06,28,‡,27.4,,10.8,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,,M,37,
2014-06-29,2014,06,29,‡,23.2,,13.7,,18.5,,0.0,,0.5,,0.0,,0.0,,0.0,,,,,M,<31,
2014-06-30,2014,06,30,‡,19.1,,14.0,,16.6,,1.4,,0.0,,11.6,,0.0,,11.6,,,,,M,<31,
2014-07-01,2014,07,01,‡,26.4,,9.1,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-02,2014,07,02,‡,26.3,,11.8,,19.1,,0.0,,1.1,,4.4,,0.0,,4.4,,,,,M,46,
2014-07-03,2014,07,03,‡,23.3,,13.6,,18.5,,0.0,,0.5,,12.2,,0.0,,12.2,,,,,M,33,
2014-07-04,2014,07,04,‡,18.1,,11.4,,14.8,,3.2,,0.0,,0.8,,0.0,,0.8,,,,,M,33,
2014-07-05,2014,07,05,‡,18.3,,11.9,,15.1,,2.9,,0.0,,2.2,,0.0,,2.2,,,,,M,35,
2014-07-06,2014,07,06,‡,24.4,,12.8,,18.6,,0.0,,0.6,,0.0,T,0.0,,0.0,T,,,,M,<31,
2014-07-07,2014,07,07,‡,28.1,,11.6,,19.9,,0.0,,1.9,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-08,2014,07,08,‡,27.8,,12.8,,20.3,,0.0,,2.3,,0.0,T,0.0,,0.0,T,,,,M,35,
2014-07-09,2014,07,09,‡,19.7,,11.1,,15.4,,2.6,,0.0,,33.8,,0.0,,33.8,,,,,M,59,
2014-07-10,2014,07,10,‡,22.1,,10.6,,16.4,,1.6,,0.0,,17.6,,0.0,,17.6,,,,,M,46,
2014-07-11,2014,07,11,‡,26.1,,11.8,,19.0,,0.0,,1.0,,1.0,,0.0,,1.0,,,,,M,<31,
2014-07-12,2014,07,12,‡,32.1,,13.7,,22.9,,0.0,,4.9,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-13,2014,07,13,‡,31.2,,15.0,,23.1,,0.0,,5.1,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-14,2014,07,14,‡,32.1,,16.2,,24.2,,0.0,,6.2,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-15,2014,07,15,‡,28.2,,15.6,,21.9,,0.0,,3.9,,0.0,,0.0,,0.0,,,,,M,39,
2014-07-16,2014,07,16,‡,27.6,,11.9,,19.8,,0.0,,1.8,,0.0,,0.0,,0.0,,,,,M,43,
2014-07-17,2014,07,17,‡,25.4,,14.0,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,,M,39,
2014-07-18,2014,07,18,‡,22.1,,10.1,,16.1,,1.9,,0.0,,11.0,,0.0,,11.0,,,,,M,35,
2014-07-19,2014,07,19,‡,21.4,,12.8,,17.1,,0.9,,0.0,,2.1,,0.0,,2.1,,,,,M,35,
2014-07-20,2014,07,20,‡,24.4,,8.9,,16.7,,1.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-21,2014,07,21,‡,26.0,,11.4,,18.7,,0.0,,0.7,,0.2,,0.0,,0.2,,,,,M,44,
2014-07-22,2014,07,22,‡,24.2,,10.4,,17.3,,0.7,,0.0,,10.8,,0.0,,10.8,,,,,M,56,
2014-07-23,2014,07,23,‡,25.3,,11.5,,18.4,,0.0,,0.4,,0.0,,0.0,,0.0,,,,,M,43,
2014-07-24,2014,07,24,‡,24.3,,9.6,,17.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,M,35,
2014-07-25,2014,07,25,‡,24.9,,13.6,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-26,2014,07,26,‡,26.3,,12.8,,19.6,,0.0,,1.6,,3.1,,0.0,,3.1,,,,,M,52,
2014-07-27,2014,07,27,‡,26.1,,9.4,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-28,2014,07,28,‡,27.2,,10.2,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,,M,<31,
2014-07-29,2014,07,29,‡,29.8,,10.9,,20.4,,0.0,,2.4,,2.0,,0.0,,2.0,,,,,M,72,
2014-07-30,2014,07,30,‡,23.6,,13.8,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,,M,41,
2014-07-31,2014,07,31,‡,21.2,,10.1,,15.7,,2.3,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-08-01,2014,08,01,‡,24.6,,9.2,,16.9,,1.1,,0.0,,0.0,,0.0,,0.0,,,,,M,<31,
2014-08-02,2014,08,02,‡,28.5,,9.9,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,,M,<31,
2014-08-03,2014,08,03,‡,30.0,,10.4,,20.2,,0.0,,2.2,,0.0,,0.0,,0.0,,,,,M,<31,
2014-08-04,2014,08,04,‡,29.7,,11.2,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,,,,M,<31,
